,overall_acc,dp,eop,average_odds_difference,grp_0_acc,grp_1_acc,epoch_loss
0,0.7515067756919651,0.15008356689726693,0.29864372488167495,0.3854106588668259,0.8127659574468085,0.7220421854568196,8.764971733093262
1,0.8045222465353756,0.2343925865980874,0.38366153085606,0.22567241584502853,0.8806146572104019,0.7679231337767923,6.667977809906006
2,0.823102614303812,0.2197047518012749,0.3142296741827104,0.1964750807906036,0.8968085106382979,0.7876513730172267,7.039883136749268
3,0.8319321279127797,0.20069968375624836,0.21568115862422527,0.1225184925800811,0.9055555555555556,0.7965205526181136,4.947516441345215
4,0.8363468847172636,0.19574385425449256,0.16625241456336454,0.0884611335402305,0.9105200945626477,0.8006708738416055,4.830287933349609
5,0.8398019117816423,0.17670656910407823,0.11346616864866849,0.06752652586672528,0.9140661938534279,0.8040820967650236,5.156436920166016
6,0.8426427118123536,0.1872776102407654,0.08941551545778292,0.0607268407898712,0.9166666666666666,0.8070384899653192,4.620517730712891
7,0.8434104956044378,0.18164881016463785,0.06580886728369628,0.05885584026805085,0.9173758865248227,0.8078344419807835,3.780512809753418
8,0.8451380091366272,0.160580436112351,0.051257403898089415,0.059259221114498384,0.9180851063829787,0.8100517368810052,4.293500900268555
9,0.845483511843065,0.1744900201568598,0.06802431499638395,0.05946291413766905,0.9182033096926714,0.8105065666041276,4.169753074645996
10,0.8470574686168375,0.16391391863628502,0.05643898821784632,0.05642697261816487,0.9195035460992907,0.8122121780658366,3.7409324645996094
11,0.8479788091673385,0.16772124260448082,0.047016469381963355,0.05799529446229622,0.9196217494089834,0.8135198135198135,4.199535846710205
12,0.8482859226841721,0.15668000914498062,0.03262292530645505,0.045191242573215065,0.9222222222222223,0.8127238615043493,4.431433200836182
13,0.8492840416138815,0.16202266568120227,0.038567786291688444,0.04694151492680784,0.9223404255319149,0.8141452043891069,3.2867143154144287
14,0.8490920956658605,0.16870573928176416,0.04026827973231528,0.048331891461371554,0.9219858156028369,0.8140314969583262,4.667242050170898
15,0.8502053821643825,0.15819576548689157,0.03248445982441206,0.035593067113418114,0.9249408983451537,0.8142589118198874,3.6814770698547363
16,0.8513954470421129,0.1623265104842687,0.03806541979072264,0.04025855281828755,0.9245862884160756,0.8161919381431576,4.040831565856934
17,0.8517025605589466,0.16148616418465928,0.06447685223329946,0.045907029011379344,0.9236406619385342,0.8171015975894025,3.7480838298797607
18,0.8520096740757802,0.17409289090659097,0.08167518057729806,0.0461118663773768,0.9257683215130024,0.8165330604354994,3.695324420928955
19,0.8524703443510308,0.16089486538370817,0.040490282240714826,0.0372701015260956,0.9256501182033097,0.8172721587355734,3.566324472427368
20,0.851587392990134,0.1734171986118016,0.04448861607755905,0.04132851336134688,0.924468085106383,0.8165330604354994,3.6466996669769287
21,0.8518561173173634,0.15765767127988195,0.05160185108895665,0.03212399183396959,0.9263593380614658,0.8160213769969867,3.4275591373443604
22,0.8525471227302391,0.16012850955767405,0.018556663279411856,0.03130120934149934,0.9268321513002364,0.816817329012451,2.741396427154541
23,0.8529310146262813,0.15088383334361538,0.0008124834070289966,0.026675203464154598,0.9278959810874704,0.8168741827278413,2.4473228454589844
24,0.8515106146109256,0.17165183026625686,0.03319967409116287,0.028844877463770083,0.9268321513002364,0.8152822786969128,3.1630616188049316
25,0.8530461821950939,0.17774810094477972,0.01906589583733853,0.0294084663059698,0.9274231678486997,0.8172721587355734,2.7856884002685547
26,0.8521248416445929,0.1492462245705629,0.0359895819029048,0.033990987155896116,0.9261229314420804,0.8165330604354994,2.6607534885406494
27,0.8525087335406349,0.14247033022331412,0.01961403605137635,0.020753801506870603,0.9288416075650118,0.8157939621354255,3.2609729766845703
28,0.8520864524549887,0.140134549760912,0.013498667984949586,0.03143967482354233,0.926595744680851,0.8162487918585479,3.683561325073242
29,0.8511651119044877,0.12635693891531982,0.002265798797066787,0.022490341746541784,0.9278959810874704,0.8142589118198874,2.3658106327056885
30,0.8512802794733003,0.1281791609762549,-0.0034856682504370573,0.02132826160592491,0.9288416075650118,0.8139746432429359,2.7060391902923584
31,0.8542362470728243,0.1431596916028675,0.010243012642699556,0.026692940777970034,0.9284869976359338,0.81852294047416,3.330205202102661
32,0.8537371876079696,0.1386534499923187,0.012909331429146853,0.029200768082905337,0.9277777777777778,0.8181249644664279,2.191964864730835
33,0.8527390686782602,0.13044010420761848,0.013467770728625927,0.0194544002270376,0.9291962174940899,0.8159645232815964,2.943619728088379
34,0.8520864524549887,0.1323850254571583,0.02398542564975792,0.030209506284730833,0.9268321513002364,0.8161350844277674,2.355900526046753
35,0.8486698145802142,0.12587438796572165,0.030477282506202352,0.01965237153607427,0.9273049645390071,0.8108476888964694,2.463493585586548
